processo,data,vara,nucleo,prioridades
0004142-15.2022.8.17.3110,22/04/2026,1ª Vara Cível da Comarca de Pesqueira,5ª CCJ,Prioridade Legal
0004238-59.2024.8.17.3110,28/04/2026,1ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0004331-22.2024.8.17.3110,20/04/2026,1ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0004698-46.2024.8.17.3110,28/04/2026,1ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0004864-15.2023.8.17.3110,15/04/2026,1ª Vara Cível da Comarca de Pesqueira,5ª CCJ,Prioridade Legal
0000049-82.2017.8.17.3110,23/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0000099-98.2023.8.17.3110,28/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0000321-03.2022.8.17.3110,27/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0000583-90.2009.8.17.1110,31/03/2026,2ª Vara Cível da Comarca de Pesqueira,5ª CCJ,Sem prioridade
0001033-27.2021.8.17.3110,23/04/2026,2ª Vara Cível da Comarca de Pesqueira,5ª CCJ,Prioridade Legal
0001083-48.2024.8.17.3110,23/04/2026,2ª Vara Cível da Comarca de Pesqueira,5ª CCJ,Prioridade Legal
0001420-37.2024.8.17.3110,23/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0001727-59.2022.8.17.3110,31/03/2026,2ª Vara Cível da Comarca de Pesqueira,5ª CCJ,Prioridade Legal
0001845-30.2025.8.17.3110,06/04/2026,2ª Vara Cível da Comarca de Pesqueira,5ª CCJ,Prioridade Legal
0001951-60.2023.8.17.3110,22/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0002137-54.2021.8.17.3110,27/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0002922-55.2017.8.17.3110,28/04/2026,2ª Vara Cível da Comarca de Pesqueira,5ª CCJ,Prioridade Legal
0002953-65.2023.8.17.3110,22/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0003069-71.2023.8.17.3110,27/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0003182-25.2023.8.17.3110,26/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Sem prioridade
0003288-84.2023.8.17.3110,26/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0003419-94.2013.8.17.1110,27/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0003709-75.2014.8.17.1110,28/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Sem prioridade
0004007-67.2014.8.17.1110,16/04/2026,2ª Vara Cível da Comarca de Pesqueira,5ª CCJ,Sem prioridade
0004008-51.2023.8.17.3110,26/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0004421-35.2021.8.17.3110,14/04/2026,2ª Vara Cível da Comarca de Pesqueira,5ª CCJ,Prioridade Legal
0004470-08.2023.8.17.3110,26/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0004622-90.2022.8.17.3110,22/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0004894-84.2022.8.17.3110,26/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Prioridade Legal
0005177-73.2023.8.17.3110,28/04/2026,2ª Vara Cível da Comarca de Pesqueira,6ª CC,Sem prioridade
0006052-43.2023.8.17.3110,23/04/2026,2ª Vara Cível da Comarca de Pesqueira,5ª CCJ,Prioridade Legal
0002059-37.2007.8.17.1110,28/04/2026,Vara Criminal da Comarca de Pesqueira,2ª CC,Sem prioridade
0000781-36.2025.8.17.5130,27/04/2026,1ª Vara Criminal da Comarca Petrolina,2ª CC,Prioridade Legal
0011504-71.2023.8.17.3130,16/04/2026,1ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0019131-92.2024.8.17.3130,24/04/2026,1ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0022016-16.2023.8.17.3130,27/04/2026,1ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0004447-65.2024.8.17.3130,19/04/2026,1ª Vara de Família e Registro Civil da Comarca de Petrolina,3ª CCJ,Prioridade Legal
0010455-29.2022.8.17.3130,24/04/2026,1ª Vara de Família e Registro Civil da Comarca de Petrolina,3ª CC,Prioridade Legal
0023348-18.2023.8.17.3130,28/04/2026,1ª Vara de Família e Registro Civil da Comarca de Petrolina,3ª CC,Prioridade Legal
0001691-87.2025.8.17.8226,28/04/2026,1º Juizado Especial Cível e das Relações de Consumo de Petrolina - Turno Manhã - 07:00h às 13:00h,1ª CCJ,Prioridade Legal
0006687-36.2022.8.17.8226,28/04/2026,1º Juizado Especial Cível e das Relações de Consumo de Petrolina - Turno Manhã - 07:00h às 13:00h,1ª CCJ,Prioridade Legal
0001366-41.2017.8.17.1130,27/04/2026,2ª Vara Cível da Comarca de Petrolina,3ª CC,Sem prioridade
0003469-93.2021.8.17.3130,23/03/2026,2ª Vara Cível da Comarca de Petrolina,1ª CCJ,Prioridade Legal
0004313-82.2017.8.17.3130,23/04/2026,2ª Vara Cível da Comarca de Petrolina,3ª CC,Sem prioridade
0006615-41.2015.8.17.1130,20/04/2026,2ª Vara Cível da Comarca de Petrolina,3ª CC,Sem prioridade
0006962-39.2025.8.17.3130,27/04/2026,2ª Vara Cível da Comarca de Petrolina,3ª CC,Sem prioridade
0010689-06.2025.8.17.3130,18/04/2026,2ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0011702-40.2025.8.17.3130,28/04/2026,2ª Vara Cível da Comarca de Petrolina,3ª CC,Super prioridade
0013920-18.2011.8.17.1130,28/04/2026,2ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0013959-72.2024.8.17.3130,28/04/2026,2ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0005022-73.2024.8.17.3130,24/04/2026,2ª Vara de Família e Registro Civil da Comarca de Petrolina,3ª CC,Prioridade Legal
0006487-20.2024.8.17.3130,28/04/2026,2ª Vara de Família e Registro Civil da Comarca de Petrolina,3ª CC,Prioridade Legal
0014218-67.2024.8.17.3130,20/04/2026,2ª Vara de Família e Registro Civil da Comarca de Petrolina,3ª CC,Prioridade Legal
0019168-22.2024.8.17.3130,22/04/2026,2ª Vara de Família e Registro Civil da Comarca de Petrolina,3ª CC,Prioridade Legal
0000364-50.2017.8.17.3130,15/04/2026,3ª Vara Cível da Comarca de Petrolina,1ª CCJ,Prioridade Legal
0004610-21.2019.8.17.3130,27/04/2026,3ª Vara Cível da Comarca de Petrolina,3ª CC,Super prioridade
0005338-28.2020.8.17.3130,26/04/2026,3ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0006070-05.2014.8.17.1130,14/04/2026,3ª Vara Cível da Comarca de Petrolina,3ª CC,Sem prioridade
0016189-24.2023.8.17.3130,26/04/2026,3ª Vara Cível da Comarca de Petrolina,1ª CCJ,Prioridade Legal
0016763-13.2024.8.17.3130,18/04/2026,3ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0022469-45.2022.8.17.3130,19/04/2026,3ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0003648-27.2021.8.17.3130,22/04/2026,4ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0006790-39.2021.8.17.3130,19/04/2026,4ª Vara Cível da Comarca de Petrolina,1ª CCJ,Prioridade Legal
0007750-97.2018.8.17.3130,22/04/2026,4ª Vara Cível da Comarca de Petrolina,3ª CC,Sem prioridade
0008166-65.2018.8.17.3130,22/04/2026,4ª Vara Cível da Comarca de Petrolina,1ª CCJ,Sem prioridade
0009943-75.2024.8.17.3130,22/04/2026,4ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0010536-07.2024.8.17.3130,22/04/2026,4ª Vara Cível da Comarca de Petrolina,1ª CCJ,Sem prioridade
0014645-64.2024.8.17.3130,19/04/2026,4ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0000130-40.2021.8.17.2900,29/03/2026,5ª Vara Cível da Comarca de Petrolina,1ª CCJ,Prioridade Legal
0000976-41.2024.8.17.3130,18/04/2026,5ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0002746-06.2023.8.17.3130,27/04/2026,5ª Vara Cível da Comarca de Petrolina,3ª CC,Sem prioridade
0003534-88.2021.8.17.3130,26/03/2026,5ª Vara Cível da Comarca de Petrolina,1ª CCJ,Prioridade Legal
0003554-74.2024.8.17.3130,10/04/2026,5ª Vara Cível da Comarca de Petrolina,1ª CCJ,Sem prioridade
0004431-49.2014.8.17.1130,14/04/2026,5ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0004506-92.2020.8.17.3130,15/04/2026,5ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0005630-18.2017.8.17.3130,23/04/2026,5ª Vara Cível da Comarca de Petrolina,1ª CCJ,Prioridade Legal
0010761-62.2014.8.17.1130,17/03/2026,5ª Vara Cível da Comarca de Petrolina,1ª CCJ,Prioridade Legal
0014726-18.2021.8.17.3130,06/04/2026,5ª Vara Cível da Comarca de Petrolina,1ª CCJ,Prioridade Legal
0016977-04.2024.8.17.3130,24/04/2026,5ª Vara Cível da Comarca de Petrolina,3ª CC,Prioridade Legal
0001313-70.2011.8.17.1130,23/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0002515-76.2023.8.17.3130,15/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0002680-55.2025.8.17.3130,12/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Prioridade Legal
0002693-30.2020.8.17.3130,23/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0002693-59.2022.8.17.3130,20/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0003266-68.2020.8.17.3130,30/03/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Sem prioridade
0003270-13.2017.8.17.3130,24/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Sem prioridade
0003598-41.2008.8.17.1130,15/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0004164-18.2019.8.17.3130,23/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0004394-26.2020.8.17.3130,16/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0005113-32.2025.8.17.3130,12/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Prioridade Legal
0005506-35.2017.8.17.3130,30/03/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Prioridade Legal
0005884-49.2021.8.17.3130,30/03/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Prioridade Legal
0005903-26.2019.8.17.3130,02/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Prioridade Legal
0006020-85.2017.8.17.3130,07/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Prioridade Legal
0006301-70.2019.8.17.3130,11/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Prioridade Legal
0006463-02.2018.8.17.3130,15/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Prioridade Legal
0006689-70.2019.8.17.3130,17/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0006954-38.2020.8.17.3130,28/03/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Prioridade Legal
0007674-97.2023.8.17.3130,23/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0008416-30.2020.8.17.3130,28/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Prioridade Legal
0008755-13.2025.8.17.3130,13/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0008952-75.2019.8.17.3130,30/03/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Prioridade Legal
0009076-48.2025.8.17.3130,17/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0009200-08.2011.8.17.1130,28/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0010391-14.2025.8.17.3130,13/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0010409-79.2018.8.17.3130,15/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Sem prioridade
0010684-23.2021.8.17.3130,17/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0010869-90.2023.8.17.3130,14/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Prioridade Legal
0011836-44.2011.8.17.1130,28/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0012307-89.2013.8.17.1130,11/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Sem prioridade
0012309-92.2021.8.17.3130,27/03/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Sem prioridade
0013787-68.2014.8.17.1130,15/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0014201-02.2022.8.17.3130,07/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Prioridade Legal
0014488-29.2014.8.17.1130,17/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0016934-34.2016.8.17.1130,09/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,2ª CCJ,Sem prioridade
0017045-56.2021.8.17.3130,23/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0017420-86.2023.8.17.3130,27/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0017680-67.2014.8.17.1130,17/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0020633-66.2024.8.17.3130,23/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0020637-06.2024.8.17.3130,12/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Sem prioridade
0021283-84.2022.8.17.3130,17/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Prioridade Legal
0021471-77.2022.8.17.3130,24/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Prioridade Legal
0023971-82.2023.8.17.3130,15/04/2026,Vara da Fazenda Pública da Comarca de Petrolina,4ª CC,Prioridade Legal
0000112-05.2019.8.17.1440,23/04/2026,1ª Vara da Comarca de Petrolândia,7ª CC,Sem prioridade
0000166-97.2015.8.17.1120,24/04/2026,1ª Vara da Comarca de Petrolândia,6ª CCJ,Prioridade Legal
0000227-64.2018.8.17.3120,23/04/2026,1ª Vara da Comarca de Petrolândia,7ª CC,Prioridade Legal
0000231-92.2015.8.17.1120,14/04/2026,1ª Vara da Comarca de Petrolândia,6ª CCJ,Prioridade Legal
0000397-27.2015.8.17.1120,30/03/2026,1ª Vara da Comarca de Petrolândia,6ª CCJ,Prioridade Legal
0000434-58.2021.8.17.3120,23/04/2026,1ª Vara da Comarca de Petrolândia,7ª CC,Prioridade Legal
0000558-37.2015.8.17.1120,27/04/2026,1ª Vara da Comarca de Petrolândia,6ª CCJ,Prioridade Legal
0001006-72.2025.8.17.3120,27/04/2026,1ª Vara da Comarca de Petrolândia,7ª CC,Prioridade Legal
0001035-59.2024.8.17.3120,24/04/2026,1ª Vara da Comarca de Petrolândia,7ª CC,Prioridade Legal
0001103-44.2014.8.17.1120,27/04/2026,1ª Vara da Comarca de Petrolândia,6ª CCJ,Sem prioridade
0001127-08.2022.8.17.3120,27/04/2026,1ª Vara da Comarca de Petrolândia,7ª CC,Sem prioridade
0001280-08.2014.8.17.1120,27/04/2026,1ª Vara da Comarca de Petrolândia,6ª CCJ,Prioridade Legal
0001371-98.2014.8.17.1120,13/04/2026,1ª Vara da Comarca de Petrolândia,6ª CCJ,Prioridade Legal
0001384-97.2014.8.17.1120,31/03/2026,1ª Vara da Comarca de Petrolândia,6ª CCJ,Prioridade Legal
0001456-55.2012.8.17.1120,28/04/2026,1ª Vara da Comarca de Petrolândia,7ª CC,Prioridade Legal
0001547-47.2021.8.17.3120,27/04/2026,1ª Vara da Comarca de Petrolândia,7ª CC,Prioridade Legal
0000008-96.2002.8.17.1120,27/04/2026,2ª Vara da Comarca de Petrolândia,6ª CCJ,Prioridade Legal
0000078-92.2023.8.17.3120,23/04/2026,2ª Vara da Comarca de Petrolândia,7ª CC,Sem prioridade
0000501-86.2022.8.17.3120,22/04/2026,2ª Vara da Comarca de Petrolândia,7ª CC,Prioridade Legal
0000645-55.2025.8.17.3120,22/04/2026,2ª Vara da Comarca de Petrolândia,6ª CCJ,Prioridade Legal
0000968-70.2019.8.17.3120,13/04/2026,2ª Vara da Comarca de Petrolândia,6ª CCJ,Prioridade Legal
0001552-98.2023.8.17.3120,27/04/2026,2ª Vara da Comarca de Petrolândia,7ª CC,Prioridade Legal
0001911-14.2024.8.17.3120,29/04/2026,2ª Vara da Comarca de Petrolândia,7ª CC,Super prioridade
0000071-91.2025.8.17.5590,22/04/2026,Vara Única da Comarca de Pombos,5ª CC,Prioridade Legal
0000076-57.2019.8.17.1150,16/04/2026,Vara Única da Comarca de Pombos,5ª CC,Sem prioridade
0000122-32.2024.8.17.4590,15/04/2026,Vara Única da Comarca de Pombos,5ª CC,Prioridade Legal
0000155-50.2019.8.17.3150,27/03/2026,Vara Única da Comarca de Pombos,4ª CCJ,Sem prioridade
0000208-89.2023.8.17.3150,20/04/2026,Vara Única da Comarca de Pombos,5ª CC,Prioridade Legal
0000401-71.2015.8.17.1150,02/04/2026,Vara Única da Comarca de Pombos,4ª CCJ,Sem prioridade
0000435-21.2019.8.17.3150,22/04/2026,Vara Única da Comarca de Pombos,5ª CC,Sem prioridade
0000492-18.2024.8.17.5590,20/04/2026,Vara Única da Comarca de Pombos,5ª CC,Prioridade Legal
0000525-19.2025.8.17.3150,24/04/2026,Vara Única da Comarca de Pombos,5ª CC,Prioridade Legal
0000554-40.2023.8.17.3150,16/04/2026,Vara Única da Comarca de Pombos,5ª CC,Sem prioridade
0000573-46.2023.8.17.3150,16/04/2026,Vara Única da Comarca de Pombos,5ª CC,Sem prioridade
0000576-98.2023.8.17.3150,16/04/2026,Vara Única da Comarca de Pombos,5ª CC,Sem prioridade
0000658-95.2024.8.17.3150,17/04/2026,Vara Única da Comarca de Pombos,5ª CC,Prioridade Legal
0000661-50.2024.8.17.3150,27/04/2026,Vara Única da Comarca de Pombos,5ª CC,Prioridade Legal
0000667-92.2014.8.17.1150,28/04/2026,Vara Única da Comarca de Pombos,5ª CC,Prioridade Legal
0000809-95.2023.8.17.3150,15/04/2026,Vara Única da Comarca de Pombos,4ª CCJ,Prioridade Legal
0000815-06.2014.8.17.1150,15/04/2026,Vara Única da Comarca de Pombos,5ª CC,Sem prioridade
0000832-42.2014.8.17.1150,15/04/2026,Vara Única da Comarca de Pombos,4ª CCJ,Sem prioridade
0000934-29.2024.8.17.3150,14/04/2026,Vara Única da Comarca de Pombos,5ª CC,Prioridade Legal
0000937-81.2024.8.17.3150,14/04/2026,Vara Única da Comarca de Pombos,5ª CC,Sem prioridade
0000946-43.2024.8.17.3150,14/04/2026,Vara Única da Comarca de Pombos,5ª CC,Prioridade Legal
0000947-28.2024.8.17.3150,14/04/2026,Vara Única da Comarca de Pombos,5ª CC,Sem prioridade
0000032-55.2020.8.17.3170,22/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Prioridade Legal
0000113-62.2024.8.17.3170,16/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Sem prioridade
0000135-28.2021.8.17.3170,07/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Sem prioridade
0000138-71.2018.8.17.1170,24/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Prioridade Legal
0000174-16.2018.8.17.1170,09/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Sem prioridade
0000280-79.2024.8.17.3170,09/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Sem prioridade
0000293-44.2025.8.17.3170,23/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Prioridade Legal
0000417-95.2023.8.17.3170,23/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Prioridade Legal
0000458-33.2021.8.17.3170,13/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Prioridade Legal
0000517-90.2010.8.17.1170,17/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Prioridade Legal
0000587-34.2015.8.17.1170,23/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Sem prioridade
0000693-30.2014.8.17.1170,07/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Sem prioridade
0001013-79.2023.8.17.3170,23/04/2026,Vara Única da Comarca de Quipapá,5ª CC,Prioridade Legal
0003075-87.2024.8.17.4001,27/04/2026,10ª Vara Criminal da Capital,2ª CC,Sem prioridade
0063229-23.2025.8.17.2001,28/04/2026,10ª Vara de Família e Registro Civil da Capital,3ª CC,Sem prioridade
0067199-02.2023.8.17.2001,12/03/2026,10ª Vara de Família e Registro Civil da Capital,3ª CCJ,Super prioridade
0087680-83.2023.8.17.2001,23/04/2026,10ª Vara de Família e Registro Civil da Capital,3ª CC,Prioridade Legal
0024119-27.2019.8.17.2001,23/02/2026,11ª Vara de Família e Registro Civil da Capital,3ª CCJ,Prioridade Legal
0036036-77.2018.8.17.2001,14/04/2026,11ª Vara de Família e Registro Civil da Capital,3ª CCJ,Prioridade Legal
0099998-30.2025.8.17.2001,27/04/2026,11ª Vara de Família e Registro Civil da Capital,3ª CC,Prioridade Legal
0110773-75.2023.8.17.2001,15/04/2026,11ª Vara de Família e Registro Civil da Capital,3ª CC,Prioridade Legal
0125317-34.2024.8.17.2001,28/04/2026,11ª Vara de Família e Registro Civil da Capital,3ª CCJ,Prioridade Legal
0130954-63.2024.8.17.2001,17/04/2026,11ª Vara de Família e Registro Civil da Capital,3ª CC,Prioridade Legal
0133474-93.2024.8.17.2001,17/04/2026,11ª Vara de Família e Registro Civil da Capital,3ª CC,Prioridade Legal
0143169-71.2024.8.17.2001,19/04/2026,11ª Vara de Família e Registro Civil da Capital,3ª CC,Prioridade Legal
0013004-57.2024.8.17.8201,28/04/2026,11º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h,1ª CCJ,Sem prioridade
0000478-89.2023.8.17.5001,23/04/2026,12ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0001628-71.2024.8.17.5001,27/04/2026,12ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0009155-78.2020.8.17.0001,27/04/2026,12ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0044228-23.2023.8.17.2001,24/04/2026,12ª Vara Criminal da Capital,2ª CC,Sem prioridade
0042194-17.2019.8.17.2001,07/04/2026,12ª Vara de Família e Registro Civil da Capital,3ª CCJ,Prioridade Legal
0061808-66.2023.8.17.2001,22/04/2026,12ª Vara de Família e Registro Civil da Capital,3ª CC,Prioridade Legal
0082509-77.2025.8.17.2001,23/04/2026,12ª Vara de Família e Registro Civil da Capital,3ª CC,Prioridade Legal
0084221-05.2025.8.17.2001,24/04/2026,12ª Vara de Família e Registro Civil da Capital,3ª CC,Super prioridade
0113157-74.2024.8.17.2001,22/04/2026,12ª Vara de Família e Registro Civil da Capital,3ª CC,Prioridade Legal
0142694-52.2023.8.17.2001,17/04/2026,12ª Vara de Família e Registro Civil da Capital,3ª CC,Prioridade Legal
0000863-66.2025.8.17.5001,27/04/2026,13ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0001070-70.2022.8.17.5001,28/04/2026,13ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0001190-04.2025.8.17.4001,28/04/2026,13ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0001262-03.2022.8.17.5001,26/04/2026,13ª Vara Criminal da Capital,2ª CC,Sem prioridade
0001979-15.2022.8.17.5001,27/04/2026,13ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0002367-44.2024.8.17.5001,24/04/2026,13ª Vara Criminal da Capital,2ª CC,Sem prioridade
0002559-40.2025.8.17.5001,24/04/2026,13ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0058831-38.2022.8.17.2001,04/03/2026,13ª Vara de Família e Registro Civil da Capital,3ª CCJ,Prioridade Legal
0124688-60.2024.8.17.2001,17/04/2026,13ª Vara de Família e Registro Civil da Capital,3ª CC,Prioridade Legal
0000580-81.2020.8.17.0001,27/04/2026,14ª Vara Criminal da Capital,2ª CC,Sem prioridade
0002197-09.2023.8.17.5001,28/04/2026,14ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0005447-50.2023.8.17.5001,27/04/2026,14ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0011156-70.2019.8.17.0001,26/04/2026,14ª Vara Criminal da Capital,2ª CC,Sem prioridade
0020899-07.2019.8.17.0001,27/04/2026,14ª Vara Criminal da Capital,2ª CC,Sem prioridade
0003160-25.2025.8.17.2001,23/04/2026,14ª Vara de Família e Registro Civil da Capital,3ª CCJ,Prioridade Legal
0010125-19.2025.8.17.2001,27/04/2026,14ª Vara de Família e Registro Civil da Capital,3ª CCJ,Prioridade Legal
0002523-35.2024.8.17.8201,28/04/2026,15º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h,1ª CCJ,Prioridade Legal
0002354-45.2024.8.17.5001,27/04/2026,16ª Vara Criminal da Capital,2ª CC,Sem prioridade
0003394-89.2023.8.17.4001,27/04/2026,16ª Vara Criminal da Capital,2ª CC,Sem prioridade
0005551-42.2023.8.17.5001,27/04/2026,16ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0006487-08.2018.8.17.0001,27/04/2026,16ª Vara Criminal da Capital,2ª CC,Sem prioridade
0043205-32.2024.8.17.8201,28/04/2026,16º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h,1ª CCJ,Prioridade Legal
0001853-62.2022.8.17.5001,27/04/2026,17ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0005133-07.2023.8.17.5001,28/04/2026,17ª Vara Criminal da Capital,2ª CC,Sem prioridade
0011699-73.2019.8.17.0001,27/04/2026,17ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0020067-70.2023.8.17.8201,28/04/2026,17º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h,1ª CCJ,Prioridade Legal
0000006-18.2022.8.17.4001,28/04/2026,18ª Vara Criminal da Capital,2ª CC,Sem prioridade
0001301-92.2025.8.17.5001,27/04/2026,18ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0001659-37.2016.8.17.0001,27/04/2026,18ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0005472-92.2025.8.17.5001,28/04/2026,18ª Vara Criminal da Capital,2ª CC,Prioridade Legal
0013056-92.2025.8.17.2001,28/04/2026,18ª Vara Criminal da Capital,2ª CC,Sem prioridade
0033514-68.2015.8.17.0001,27/04/2026,18ª Vara Criminal da Capital,2ª CC,Sem prioridade
