nucleo,processo,vara,data,prioridades,dias
5ª CC,0000261-14.2026.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,06/05/2026,Prioridade Legal,13
5ª CC,0000298-13.2015.8.17.0100,1ª Vara Cível da Comarca de Abreu e Lima,29/04/2026,Sem prioridade,20
4ª CCJ,0000319-90.2021.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,15/04/2026,Prioridade Legal,34
5ª CC,0000579-36.2022.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,29/04/2026,Prioridade Legal,20
5ª CC,0000755-10.2025.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,15/05/2026,Prioridade Legal,4
4ª CCJ,0000907-29.2023.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,18/05/2026,Prioridade Legal,1
5ª CC,0001095-85.2024.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,14/05/2026,Prioridade Legal,5
4ª CCJ,0001095-95.2018.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,22/04/2026,Prioridade Legal,27
4ª CCJ,0001176-73.2020.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,13/04/2026,Sem prioridade,36
5ª CC,0001541-54.2025.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,29/04/2026,Prioridade Legal,20
5ª CC,0001567-52.2025.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,14/05/2026,Prioridade Legal,5
4ª CCJ,0001645-17.2023.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,18/05/2026,Sem prioridade,1
4ª CCJ,0001657-31.2023.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,18/05/2026,Prioridade Legal,1
4ª CCJ,0001736-78.2021.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,08/05/2026,Prioridade Legal,11
5ª CC,0002125-92.2023.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,19/05/2026,Super prioridade,0
4ª CCJ,0002138-62.2021.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,18/05/2026,Sem prioridade,1
4ª CCJ,0002768-50.2023.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,11/05/2026,Prioridade Legal,8
5ª CC,0002857-44.2021.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,06/05/2026,Prioridade Legal,13
5ª CC,0002923-19.2024.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,29/04/2026,Prioridade Legal,20
4ª CCJ,0003335-47.2024.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,05/05/2026,Prioridade Legal,14
5ª CC,0004765-68.2023.8.17.2100,1ª Vara Cível da Comarca de Abreu e Lima,28/04/2026,Prioridade Legal,21
4ª CCJ,0001022-60.2017.8.17.2100,2ª Vara Cível da Comarca de Abreu e Lima,19/05/2026,Prioridade Legal,0
5ª CC,0001233-91.2020.8.17.2100,2ª Vara Cível da Comarca de Abreu e Lima,05/05/2026,Prioridade Legal,14
5ª CC,0001324-11.2025.8.17.2100,2ª Vara Cível da Comarca de Abreu e Lima,27/04/2026,Prioridade Legal,22
4ª CCJ,0002350-44.2025.8.17.2100,2ª Vara Cível da Comarca de Abreu e Lima,30/04/2026,Prioridade Legal,19
5ª CC,0003236-15.2014.8.17.0100,2ª Vara Cível da Comarca de Abreu e Lima,05/05/2026,Sem prioridade,14
5ª CC,0003424-70.2024.8.17.2100,2ª Vara Cível da Comarca de Abreu e Lima,30/04/2026,Prioridade Legal,19
5ª CC,0003956-15.2022.8.17.2100,2ª Vara Cível da Comarca de Abreu e Lima,17/05/2026,Prioridade Legal,2
5ª CC,0000021-98.2021.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,04/05/2026,Prioridade Legal,15
5ª CC,0000146-61.2024.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,06/05/2026,Prioridade Legal,13
4ª CCJ,0000205-41.2001.8.17.0100,3ª Vara Cível da Comarca de Abreu e Lima,19/05/2026,Prioridade Legal,0
5ª CC,0000680-05.2024.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,19/05/2026,Prioridade Legal,0
5ª CC,0000738-18.2018.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,08/05/2026,Prioridade Legal,11
5ª CC,0001002-88.2025.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,12/05/2026,Prioridade Legal,7
5ª CC,0001098-51.2009.8.17.0100,3ª Vara Cível da Comarca de Abreu e Lima,29/04/2026,Sem prioridade,20
5ª CC,0001446-24.2025.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,06/05/2026,Prioridade Legal,13
4ª CCJ,0001478-10.2017.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,14/05/2026,Prioridade Legal,5
4ª CCJ,0001846-77.2021.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,05/05/2026,Prioridade Legal,14
5ª CC,0002065-90.2021.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,19/05/2026,Sem prioridade,0
4ª CCJ,0002184-17.2022.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,22/04/2026,Sem prioridade,27
5ª CC,0002498-27.2014.8.17.0100,3ª Vara Cível da Comarca de Abreu e Lima,05/05/2026,Sem prioridade,14
5ª CC,0003691-08.2025.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,04/05/2026,Prioridade Legal,15
5ª CC,0003740-83.2024.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,19/05/2026,Prioridade Legal,0
5ª CC,0003991-04.2024.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,12/05/2026,Prioridade Legal,7
5ª CC,0004039-60.2024.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,19/05/2026,Prioridade Legal,0
5ª CC,0005023-78.2023.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,06/05/2026,Sem prioridade,13
5ª CC,0005453-02.2024.8.17.2001,3ª Vara Cível da Comarca de Abreu e Lima,04/05/2026,Prioridade Legal,15
2ª CC,0001622-33.2018.8.17.0100,Vara Criminal da Comarca de Abreu e Lima,18/05/2026,Sem prioridade,0
6ª CCJ,0000009-15.2025.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,18/05/2026,Prioridade Legal,1
6ª CCJ,0000015-22.2025.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,07/05/2026,Prioridade Legal,12
6ª CCJ,0000024-81.2025.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,05/05/2026,Prioridade Legal,15
7ª CC,0000233-16.2026.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,18/05/2026,Prioridade Legal,1
6ª CCJ,0000310-06.2018.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,13/05/2026,Prioridade Legal,6
6ª CCJ,0000331-69.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,19/05/2026,Prioridade Legal,0
7ª CC,0000393-57.2008.8.17.0110,1ª Vara Cível da Comarca de Afogados da Ingazeira,13/05/2026,Sem prioridade,6
7ª CC,0000542-08.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,18/05/2026,Prioridade Legal,1
6ª CCJ,0000600-74.2025.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,18/05/2026,Prioridade Legal,1
6ª CCJ,0000662-17.2025.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,12/05/2026,Prioridade Legal,7
6ª CCJ,0000693-37.2025.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,07/05/2026,Prioridade Legal,12
7ª CC,0000767-33.2021.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,15/05/2026,Sem prioridade,4
7ª CC,0000826-89.2019.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,14/05/2026,Prioridade Legal,5
6ª CCJ,0001228-44.2017.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,30/04/2026,Prioridade Legal,19
6ª CCJ,0001289-94.2020.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,19/05/2026,Sem prioridade,0
6ª CCJ,0001348-43.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,05/05/2026,Prioridade Legal,14
7ª CC,0001716-52.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,18/05/2026,Prioridade Legal,1
6ª CCJ,0001832-58.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,19/05/2026,Prioridade Legal,0
6ª CCJ,0001864-98.2014.8.17.0110,1ª Vara Cível da Comarca de Afogados da Ingazeira,04/05/2026,Sem prioridade,15
6ª CCJ,0002072-48.2015.8.17.0110,1ª Vara Cível da Comarca de Afogados da Ingazeira,13/05/2026,Sem prioridade,6
6ª CCJ,0002794-47.2025.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,29/04/2026,Prioridade Legal,20
6ª CCJ,0003023-41.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,04/05/2026,Prioridade Legal,15
7ª CC,0003320-82.2023.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,14/05/2026,Prioridade Legal,5
6ª CCJ,0003430-13.2025.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,29/04/2026,Prioridade Legal,20
6ª CCJ,0000144-37.2019.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,13/05/2026,Prioridade Legal,6
6ª CCJ,0000168-65.2019.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,06/05/2026,Sem prioridade,13
6ª CCJ,0000353-40.2018.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,05/05/2026,Prioridade Legal,14
7ª CC,0000455-81.2026.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,18/05/2026,Sem prioridade,1
6ª CCJ,0000537-88.2021.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,05/05/2026,Prioridade Legal,14
6ª CCJ,0000715-71.2020.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,28/04/2026,Prioridade Legal,21
6ª CCJ,0001009-26.2020.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,08/05/2026,Prioridade Legal,11
6ª CCJ,0001772-95.2018.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,05/05/2026,Prioridade Legal,14
6ª CCJ,0002019-66.2024.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,30/04/2026,Prioridade Legal,19
6ª CCJ,0002260-40.2024.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,06/05/2026,Sem prioridade,13
6ª CCJ,0002285-53.2024.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,19/05/2026,Prioridade Legal,0
6ª CCJ,0002344-41.2024.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,14/05/2026,Prioridade Legal,5
6ª CCJ,0003118-42.2022.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,18/05/2026,Prioridade Legal,1
6ª CCJ,0003148-77.2022.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,19/05/2026,Prioridade Legal,0
6ª CCJ,0003230-40.2024.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,18/05/2026,Prioridade Legal,1
7ª CC,0000023-66.2025.8.17.2120,Vara Única da Comarca de Afrânio,15/05/2026,Prioridade Legal,4
7ª CC,0000093-84.2016.8.17.0120,Vara Única da Comarca de Afrânio,14/05/2026,Sem prioridade,5
7ª CC,0000121-27.2020.8.17.2120,Vara Única da Comarca de Afrânio,12/05/2026,Prioridade Legal,7
7ª CC,0000125-26.2015.8.17.0120,Vara Única da Comarca de Afrânio,19/05/2026,Prioridade Legal,0
7ª CC,0000135-98.2026.8.17.2120,Vara Única da Comarca de Afrânio,19/05/2026,Prioridade Legal,0
6ª CCJ,0000140-96.2021.8.17.2120,Vara Única da Comarca de Afrânio,05/05/2026,Prioridade Legal,14
7ª CC,0000190-93.2019.8.17.2120,Vara Única da Comarca de Afrânio,19/05/2026,Prioridade Legal,0
6ª CCJ,0000214-53.2021.8.17.2120,Vara Única da Comarca de Afrânio,29/04/2026,Prioridade Legal,20
7ª CC,0000254-35.2021.8.17.2120,Vara Única da Comarca de Afrânio,13/05/2026,Prioridade Legal,6
7ª CC,0000477-46.2025.8.17.2120,Vara Única da Comarca de Afrânio,07/05/2026,Prioridade Legal,12
7ª CC,0000486-08.2025.8.17.2120,Vara Única da Comarca de Afrânio,19/05/2026,Prioridade Legal,0
7ª CC,0000635-39.2015.8.17.0120,Vara Única da Comarca de Afrânio,19/05/2026,Prioridade Legal,0
7ª CC,0001515-30.2024.8.17.2120,Vara Única da Comarca de Afrânio,19/05/2026,Super prioridade,0
5ª CCJ,0000082-87.2026.8.17.2130,Vara Única da Comarca de Agrestina,05/05/2026,Sem prioridade,14
6ª CC,0000422-02.2024.8.17.2130,Vara Única da Comarca de Agrestina,15/05/2026,Prioridade Legal,4
5ª CCJ,0000490-21.2013.8.17.0130,Vara Única da Comarca de Agrestina,08/05/2026,Sem prioridade,11
5ª CCJ,0000797-38.2014.8.17.0130,Vara Única da Comarca de Agrestina,19/05/2026,Sem prioridade,0
5ª CCJ,0000055-82.2024.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Prioridade Legal,4
5ª CCJ,0000085-30.2018.8.17.2160,Vara Única da Comarca de Alagoinha,30/04/2026,Prioridade Legal,19
6ª CC,0000093-60.2025.8.17.2160,Vara Única da Comarca de Alagoinha,19/05/2026,Prioridade Legal,0
6ª CC,0000104-94.2022.8.17.2160,Vara Única da Comarca de Alagoinha,19/05/2026,Prioridade Legal,0
6ª CC,0000110-33.2024.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Sem prioridade,4
5ª CCJ,0000155-37.2024.8.17.2160,Vara Única da Comarca de Alagoinha,20/04/2026,Prioridade Legal,29
5ª CCJ,0000155-48.2009.8.17.0160,Vara Única da Comarca de Alagoinha,21/04/2026,Sem prioridade,28
5ª CCJ,0000155-76.2020.8.17.2160,Vara Única da Comarca de Alagoinha,14/05/2026,Prioridade Legal,5
5ª CCJ,0000195-29.2018.8.17.2160,Vara Única da Comarca de Alagoinha,28/04/2026,Sem prioridade,21
6ª CC,0000216-97.2021.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Sem prioridade,4
5ª CCJ,0000224-35.2025.8.17.2160,Vara Única da Comarca de Alagoinha,22/04/2026,Prioridade Legal,27
6ª CC,0000245-79.2023.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Prioridade Legal,4
5ª CCJ,0000250-10.2011.8.17.0160,Vara Única da Comarca de Alagoinha,15/05/2026,Sem prioridade,4
5ª CCJ,0000258-89.2008.8.17.0160,Vara Única da Comarca de Alagoinha,15/05/2026,Sem prioridade,4
5ª CCJ,0000268-54.2025.8.17.2160,Vara Única da Comarca de Alagoinha,14/05/2026,Sem prioridade,5
6ª CC,0000291-34.2024.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Prioridade Legal,4
5ª CCJ,0000318-56.2020.8.17.2160,Vara Única da Comarca de Alagoinha,29/04/2026,Prioridade Legal,20
5ª CCJ,0000402-81.2025.8.17.2160,Vara Única da Comarca de Alagoinha,07/05/2026,Sem prioridade,12
5ª CCJ,0000433-72.2023.8.17.2160,Vara Única da Comarca de Alagoinha,20/04/2026,Sem prioridade,29
5ª CCJ,0000440-64.2023.8.17.2160,Vara Única da Comarca de Alagoinha,17/04/2026,Sem prioridade,32
6ª CC,0000450-11.2023.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Prioridade Legal,4
5ª CCJ,0000453-63.2023.8.17.2160,Vara Única da Comarca de Alagoinha,17/04/2026,Sem prioridade,32
5ª CCJ,0000470-02.2023.8.17.2160,Vara Única da Comarca de Alagoinha,17/04/2026,Sem prioridade,32
6ª CC,0000475-24.2023.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Prioridade Legal,4
6ª CC,0000477-62.2021.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Sem prioridade,4
6ª CC,0000484-20.2022.8.17.2160,Vara Única da Comarca de Alagoinha,19/05/2026,Prioridade Legal,0
6ª CC,0000506-44.2023.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Prioridade Legal,4
6ª CC,0000515-11.2020.8.17.2160,Vara Única da Comarca de Alagoinha,14/05/2026,Prioridade Legal,5
6ª CC,0000571-44.2020.8.17.2160,Vara Única da Comarca de Alagoinha,19/05/2026,Prioridade Legal,0
6ª CC,0000586-76.2021.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Sem prioridade,4
5ª CCJ,0000607-86.2020.8.17.2160,Vara Única da Comarca de Alagoinha,16/04/2026,Prioridade Legal,33
5ª CCJ,0000619-32.2022.8.17.2160,Vara Única da Comarca de Alagoinha,14/04/2026,Sem prioridade,35
6ª CC,0000626-24.2022.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Prioridade Legal,4
6ª CC,0000634-69.2020.8.17.2160,Vara Única da Comarca de Alagoinha,19/05/2026,Prioridade Legal,0
5ª CCJ,0000659-43.2024.8.17.2160,Vara Única da Comarca de Alagoinha,19/05/2026,Sem prioridade,0
5ª CCJ,0000670-72.2024.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Sem prioridade,4
5ª CCJ,0000823-42.2023.8.17.2160,Vara Única da Comarca de Alagoinha,28/04/2026,Sem prioridade,21
5ª CCJ,0000828-35.2021.8.17.2160,Vara Única da Comarca de Alagoinha,14/05/2026,Prioridade Legal,5
5ª CCJ,0000979-30.2023.8.17.2160,Vara Única da Comarca de Alagoinha,08/05/2026,Sem prioridade,11
6ª CC,0001007-95.2023.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Sem prioridade,4
6ª CC,0001048-28.2024.8.17.2160,Vara Única da Comarca de Alagoinha,15/05/2026,Prioridade Legal,4
6ª CC,0001143-58.2024.8.17.2160,Vara Única da Comarca de Alagoinha,19/05/2026,Prioridade Legal,0
5ª CCJ,0001270-30.2023.8.17.2160,Vara Única da Comarca de Alagoinha,20/04/2026,Prioridade Legal,29
5ª CCJ,0001493-80.2023.8.17.2160,Vara Única da Comarca de Alagoinha,30/04/2026,Prioridade Legal,19
5ª CC,0000013-71.2022.8.17.2170,Vara Única da Comarca de Aliança,04/05/2026,Prioridade Legal,15
5ª CC,0000029-70.2024.8.17.5980,Vara Única da Comarca de Aliança,12/05/2026,Prioridade Legal,0
5ª CC,0000060-74.2024.8.17.2170,Vara Única da Comarca de Aliança,19/05/2026,Prioridade Legal,0
5ª CC,0000069-75.2020.8.17.2170,Vara Única da Comarca de Aliança,08/05/2026,Sem prioridade,11
5ª CC,0000109-91.2019.8.17.2170,Vara Única da Comarca de Aliança,30/04/2026,Prioridade Legal,19
5ª CC,0000122-51.2023.8.17.2170,Vara Única da Comarca de Aliança,04/05/2026,Prioridade Legal,15
5ª CC,0000158-89.2017.8.17.0170,Vara Única da Comarca de Aliança,05/05/2026,Sem prioridade,0
5ª CC,0000207-76.2019.8.17.2170,Vara Única da Comarca de Aliança,04/05/2026,Prioridade Legal,15
5ª CC,0000271-47.2023.8.17.2170,Vara Única da Comarca de Aliança,18/05/2026,Prioridade Legal,0
4ª CCJ,0000282-14.2013.8.17.0170,Vara Única da Comarca de Aliança,23/04/2026,Sem prioridade,26
4ª CCJ,0000304-19.2006.8.17.0170,Vara Única da Comarca de Aliança,30/04/2026,Prioridade Legal,19
4ª CCJ,0000308-84.2017.8.17.2170,Vara Única da Comarca de Aliança,22/04/2026,Prioridade Legal,27
4ª CCJ,0000322-68.2017.8.17.2170,Vara Única da Comarca de Aliança,08/05/2026,Prioridade Legal,11
5ª CC,0000360-36.2024.8.17.2170,Vara Única da Comarca de Aliança,07/05/2026,Sem prioridade,12
4ª CCJ,0000361-31.2018.8.17.2170,Vara Única da Comarca de Aliança,08/05/2026,Prioridade Legal,11
5ª CC,0000400-18.2024.8.17.2170,Vara Única da Comarca de Aliança,04/05/2026,Prioridade Legal,15
5ª CC,0000457-75.2020.8.17.2170,Vara Única da Comarca de Aliança,18/05/2026,Prioridade Legal,1
5ª CC,0000470-35.2024.8.17.2170,Vara Única da Comarca de Aliança,18/05/2026,Prioridade Legal,1
5ª CC,0000511-70.2022.8.17.2170,Vara Única da Comarca de Aliança,29/04/2026,Prioridade Legal,20
5ª CC,0000590-78.2024.8.17.2170,Vara Única da Comarca de Aliança,19/05/2026,Prioridade Legal,0
4ª CCJ,0000602-39.2017.8.17.2170,Vara Única da Comarca de Aliança,30/04/2026,Prioridade Legal,19
5ª CC,0000611-54.2024.8.17.2170,Vara Única da Comarca de Aliança,19/05/2026,Prioridade Legal,0
5ª CC,0000616-23.2017.8.17.2170,Vara Única da Comarca de Aliança,04/05/2026,Prioridade Legal,15
5ª CC,0000635-29.2017.8.17.2170,Vara Única da Comarca de Aliança,30/04/2026,Sem prioridade,19
5ª CC,0000638-81.2017.8.17.2170,Vara Única da Comarca de Aliança,05/05/2026,Sem prioridade,14
5ª CC,0000731-05.2021.8.17.2170,Vara Única da Comarca de Aliança,08/05/2026,Prioridade Legal,11
5ª CC,0000775-19.2024.8.17.2170,Vara Única da Comarca de Aliança,19/05/2026,Prioridade Legal,0
4ª CCJ,0000779-22.2025.8.17.2170,Vara Única da Comarca de Aliança,27/04/2026,Sem prioridade,22
4ª CCJ,0000781-89.2025.8.17.2170,Vara Única da Comarca de Aliança,27/04/2026,Sem prioridade,22
4ª CCJ,0000802-65.2025.8.17.2170,Vara Única da Comarca de Aliança,15/04/2026,Sem prioridade,34
4ª CCJ,0000803-50.2025.8.17.2170,Vara Única da Comarca de Aliança,17/04/2026,Sem prioridade,32
5ª CC,0000835-89.2024.8.17.2170,Vara Única da Comarca de Aliança,19/05/2026,Prioridade Legal,0
5ª CC,0000900-89.2021.8.17.2170,Vara Única da Comarca de Aliança,10/05/2026,Prioridade Legal,9
5ª CC,0000937-48.2023.8.17.2170,Vara Única da Comarca de Aliança,04/05/2026,Prioridade Legal,15
5ª CC,0001011-11.2011.8.17.0170,Vara Única da Comarca de Aliança,18/05/2026,Prioridade Legal,1
4ª CCJ,0001054-10.2021.8.17.2170,Vara Única da Comarca de Aliança,30/04/2026,Prioridade Legal,19
5ª CC,0001054-73.2022.8.17.2170,Vara Única da Comarca de Aliança,19/05/2026,Prioridade Legal,0
5ª CC,0001055-92.2021.8.17.2170,Vara Única da Comarca de Aliança,18/05/2026,Sem prioridade,1
5ª CC,0001071-91.2023.8.17.5980,Vara Única da Comarca de Aliança,14/05/2026,Prioridade Legal,0
5ª CC,0001099-14.2021.8.17.2170,Vara Única da Comarca de Aliança,04/05/2026,Prioridade Legal,15
5ª CC,0001127-79.2021.8.17.2170,Vara Única da Comarca de Aliança,04/05/2026,Prioridade Legal,15
5ª CC,0001130-34.2021.8.17.2170,Vara Única da Comarca de Aliança,18/05/2026,Prioridade Legal,1
5ª CC,0001241-81.2022.8.17.2170,Vara Única da Comarca de Aliança,04/05/2026,Prioridade Legal,15
5ª CC,0001317-08.2022.8.17.2170,Vara Única da Comarca de Aliança,19/05/2026,Prioridade Legal,0
5ª CC,0001334-44.2022.8.17.2170,Vara Única da Comarca de Aliança,18/05/2026,Prioridade Legal,0
5ª CC,0001382-66.2023.8.17.2170,Vara Única da Comarca de Aliança,07/05/2026,Sem prioridade,12
5ª CC,0001471-26.2022.8.17.2170,Vara Única da Comarca de Aliança,18/05/2026,Prioridade Legal,0
5ª CC,0001497-87.2023.8.17.2170,Vara Única da Comarca de Aliança,10/05/2026,Prioridade Legal,9
6ª CC,0000001-85.2026.8.17.2180,Vara Única da Comarca de Altinho,15/05/2026,Prioridade Legal,4
5ª CCJ,0000008-45.2021.8.17.2700,Vara Única da Comarca de Altinho,05/05/2026,Prioridade Legal,14
5ª CCJ,0000028-73.2023.8.17.2180,Vara Única da Comarca de Altinho,14/05/2026,Prioridade Legal,5
6ª CC,0000123-11.2020.8.17.2180,Vara Única da Comarca de Altinho,13/05/2026,Prioridade Legal,6
6ª CC,0000148-20.2014.8.17.0180,Vara Única da Comarca de Altinho,15/05/2026,Prioridade Legal,4
5ª CCJ,0000218-03.2015.8.17.0180,Vara Única da Comarca de Altinho,07/04/2026,Sem prioridade,42
5ª CCJ,0000224-72.2025.8.17.2180,Vara Única da Comarca de Altinho,23/04/2026,Sem prioridade,26
5ª CCJ,0000234-64.2009.8.17.0180,Vara Única da Comarca de Altinho,11/05/2026,Sem prioridade,8
5ª CCJ,0000239-17.2020.8.17.2180,Vara Única da Comarca de Altinho,16/04/2026,Sem prioridade,33
6ª CC,0000269-20.2020.8.17.2320,Vara Única da Comarca de Altinho,19/05/2026,Prioridade Legal,0
6ª CC,0000330-39.2022.8.17.2180,Vara Única da Comarca de Altinho,19/05/2026,Prioridade Legal,0
5ª CCJ,0000422-22.2019.8.17.2180,Vara Única da Comarca de Altinho,15/04/2026,Sem prioridade,34
5ª CCJ,0000449-39.2018.8.17.2180,Vara Única da Comarca de Altinho,28/04/2026,Prioridade Legal,21
5ª CCJ,0000571-08.2025.8.17.2180,Vara Única da Comarca de Altinho,06/05/2026,Prioridade Legal,13
5ª CCJ,0000748-40.2023.8.17.2180,Vara Única da Comarca de Altinho,20/04/2026,Prioridade Legal,29
5ª CCJ,0001197-61.2024.8.17.2180,Vara Única da Comarca de Altinho,11/05/2026,Prioridade Legal,8
5ª CCJ,0001204-87.2023.8.17.2180,Vara Única da Comarca de Altinho,05/05/2026,Prioridade Legal,14
5ª CCJ,0012059-30.2025.8.17.2480,Vara Única da Comarca de Altinho,08/05/2026,Sem prioridade,11
5ª CC,0000038-38.2024.8.17.5590,Vara Única da Comarca de Amaraji,06/05/2026,Prioridade Legal,0
5ª CC,0000041-53.2008.8.17.0190,Vara Única da Comarca de Amaraji,08/05/2026,Sem prioridade,12
5ª CC,0000055-32.2011.8.17.0190,Vara Única da Comarca de Amaraji,15/05/2026,Prioridade Legal,4
5ª CC,0000099-75.2016.8.17.1160,Vara Única da Comarca de Amaraji,18/05/2026,Sem prioridade,0
5ª CC,0000119-43.2025.8.17.4590,Vara Única da Comarca de Amaraji,19/05/2026,Prioridade Legal,0
5ª CC,0000143-64.2023.8.17.2190,Vara Única da Comarca de Amaraji,06/05/2026,Prioridade Legal,0
4ª CCJ,0000145-10.2018.8.17.2190,Vara Única da Comarca de Amaraji,11/05/2026,Sem prioridade,8
4ª CCJ,0000148-62.2018.8.17.2190,Vara Única da Comarca de Amaraji,21/04/2026,Prioridade Legal,28
4ª CCJ,0000206-65.2018.8.17.2190,Vara Única da Comarca de Amaraji,19/05/2026,Prioridade Legal,0
4ª CCJ,0000233-48.2018.8.17.2190,Vara Única da Comarca de Amaraji,20/04/2026,Sem prioridade,29
5ª CC,0000575-84.2014.8.17.0190,Vara Única da Comarca de Amaraji,07/05/2026,Prioridade Legal,12
5ª CC,0000587-35.2013.8.17.0190,Vara Única da Comarca de Amaraji,18/05/2026,Sem prioridade,1
5ª CC,0000627-85.2011.8.17.0190,Vara Única da Comarca de Amaraji,15/05/2026,Prioridade Legal,4
