nucleo,processo,vara,data,prioridades,dias
4ª CC,0020679-34.2004.8.17.0001,2ª Vara dos Executivos Fiscais Estaduais da Capital,14/05/2026,Sem prioridade,5
4ª CC,0029161-47.2025.8.17.2001,2ª Vara dos Executivos Fiscais Estaduais da Capital,07/05/2026,Prioridade Legal,12
4ª CC,0034821-04.2008.8.17.0001,2ª Vara dos Executivos Fiscais Estaduais da Capital,19/05/2026,Prioridade Legal,0
4ª CC,0068264-42.2017.8.17.2001,2ª Vara dos Executivos Fiscais Estaduais da Capital,06/05/2026,Sem prioridade,13
4ª CC,0129652-64.1996.8.17.0001,2ª Vara dos Executivos Fiscais Estaduais da Capital,06/05/2026,Sem prioridade,13
4ª CC,0151125-52.2009.8.17.0001,2ª Vara dos Executivos Fiscais Estaduais da Capital,05/05/2026,Prioridade Legal,14
4ª CC,0175135-58.2012.8.17.0001,2ª Vara dos Executivos Fiscais Estaduais da Capital,05/05/2026,Sem prioridade,14
4ª CC,0610445-17.1999.8.17.0001,2ª Vara dos Executivos Fiscais Estaduais da Capital,14/05/2026,Prioridade Legal,5
4ª CC,0612468-33.1999.8.17.0001,2ª Vara dos Executivos Fiscais Estaduais da Capital,09/05/2026,Prioridade Legal,10
1ª CCJ,0040293-67.2021.8.17.8201,2º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h,29/04/2026,Prioridade Legal,20
1ª CCJ,0046854-05.2024.8.17.8201,2º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h,29/04/2026,Prioridade Legal,20
1ª CCJ,0008813-37.2022.8.17.8201,2º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h,27/04/2026,Sem prioridade,22
2ª CC,0018963-44.2019.8.17.0001,3ª Vara Criminal da Capital,18/05/2026,Sem prioridade,0
2ª CCJ,0005252-15.2021.8.17.2001,3ª Vara da Fazenda Pública da Capital,03/05/2026,Sem prioridade,16
2ª CCJ,0006615-42.2018.8.17.2001,3ª Vara da Fazenda Pública da Capital,23/04/2026,Prioridade Legal,26
2ª CCJ,0006959-48.2014.8.17.0001,3ª Vara da Fazenda Pública da Capital,30/04/2026,Prioridade Legal,19
2ª CCJ,0009276-20.1994.8.17.0001,3ª Vara da Fazenda Pública da Capital,20/04/2026,Sem prioridade,29
4ª CC,0010632-20.2012.8.17.0001,3ª Vara da Fazenda Pública da Capital,29/04/2026,Sem prioridade,20
2ª CCJ,0014294-93.2018.8.17.2001,3ª Vara da Fazenda Pública da Capital,04/05/2026,Prioridade Legal,15
2ª CCJ,0015096-78.1998.8.17.0001,3ª Vara da Fazenda Pública da Capital,08/05/2026,Prioridade Legal,11
2ª CCJ,0015402-60.2018.8.17.2001,3ª Vara da Fazenda Pública da Capital,08/05/2026,Prioridade Legal,11
2ª CCJ,0020172-73.2004.8.17.0001,3ª Vara da Fazenda Pública da Capital,16/04/2026,Sem prioridade,33
4ª CC,0023349-29.2022.8.17.2001,3ª Vara da Fazenda Pública da Capital,06/05/2026,Prioridade Legal,13
2ª CCJ,0024075-71.2015.8.17.8201,3ª Vara da Fazenda Pública da Capital,20/04/2026,Prioridade Legal,29
2ª CCJ,0029561-37.2020.8.17.2001,3ª Vara da Fazenda Pública da Capital,29/04/2026,Prioridade Legal,20
2ª CCJ,0029905-23.2017.8.17.2001,3ª Vara da Fazenda Pública da Capital,28/04/2026,Prioridade Legal,21
2ª CCJ,0030689-40.2004.8.17.0001,3ª Vara da Fazenda Pública da Capital,28/04/2026,Sem prioridade,21
2ª CCJ,0030851-64.2006.8.17.0001,3ª Vara da Fazenda Pública da Capital,20/04/2026,Sem prioridade,29
2ª CCJ,0034504-63.2021.8.17.2001,3ª Vara da Fazenda Pública da Capital,17/04/2026,Prioridade Legal,32
2ª CCJ,0035074-89.2008.8.17.0001,3ª Vara da Fazenda Pública da Capital,03/04/2026,Sem prioridade,46
2ª CCJ,0035243-09.1990.8.17.0001,3ª Vara da Fazenda Pública da Capital,08/05/2026,Prioridade Legal,11
2ª CCJ,0037223-53.2011.8.17.0001,3ª Vara da Fazenda Pública da Capital,29/04/2026,Sem prioridade,20
4ª CC,0038989-39.2014.8.17.0001,3ª Vara da Fazenda Pública da Capital,12/05/2026,Sem prioridade,7
2ª CCJ,0039984-18.2015.8.17.0001,3ª Vara da Fazenda Pública da Capital,15/04/2026,Sem prioridade,34
2ª CCJ,0040649-09.2019.8.17.2001,3ª Vara da Fazenda Pública da Capital,30/04/2026,Prioridade Legal,19
2ª CCJ,0041967-32.2016.8.17.2001,3ª Vara da Fazenda Pública da Capital,08/05/2026,Prioridade Legal,11
2ª CCJ,0047267-28.2023.8.17.2001,3ª Vara da Fazenda Pública da Capital,28/04/2026,Prioridade Legal,21
4ª CC,0052951-60.2025.8.17.2001,3ª Vara da Fazenda Pública da Capital,05/05/2026,Prioridade Legal,14
2ª CCJ,0060246-91.2012.8.17.0001,3ª Vara da Fazenda Pública da Capital,04/05/2026,Prioridade Legal,15
2ª CCJ,0071230-75.2017.8.17.2001,3ª Vara da Fazenda Pública da Capital,08/05/2026,Sem prioridade,11
2ª CCJ,0073136-27.2022.8.17.2001,3ª Vara da Fazenda Pública da Capital,13/05/2026,Prioridade Legal,6
2ª CCJ,0074038-53.2017.8.17.2001,3ª Vara da Fazenda Pública da Capital,29/04/2026,Prioridade Legal,20
2ª CCJ,0081581-97.2023.8.17.2001,3ª Vara da Fazenda Pública da Capital,02/04/2026,Prioridade Legal,47
2ª CCJ,0085042-77.2023.8.17.2001,3ª Vara da Fazenda Pública da Capital,28/04/2026,Prioridade Legal,21
2ª CCJ,0114931-47.2021.8.17.2001,3ª Vara da Fazenda Pública da Capital,29/04/2026,Prioridade Legal,20
2ª CCJ,0119550-20.2021.8.17.2001,3ª Vara da Fazenda Pública da Capital,13/05/2026,Prioridade Legal,6
2ª CCJ,0123314-09.2024.8.17.2001,3ª Vara da Fazenda Pública da Capital,30/04/2026,Prioridade Legal,19
2ª CCJ,0131720-30.2009.8.17.0001,3ª Vara da Fazenda Pública da Capital,12/05/2026,Sem prioridade,7
4ª CC,0160218-96.2022.8.17.2001,3ª Vara da Fazenda Pública da Capital,08/05/2026,Super prioridade,11
3ª CC,0011989-92.2025.8.17.2001,3ª Vara de Família e Registro Civil da Capital,14/05/2026,Prioridade Legal,5
3ª CC,0013354-84.2025.8.17.2001,3ª Vara de Família e Registro Civil da Capital,14/05/2026,Prioridade Legal,5
3ª CC,0024045-60.2025.8.17.2001,3ª Vara de Família e Registro Civil da Capital,12/05/2026,Prioridade Legal,7
3ª CC,0062338-02.2025.8.17.2001,3ª Vara de Família e Registro Civil da Capital,12/05/2026,Prioridade Legal,7
3ª CCJ,0074700-75.2021.8.17.2001,3ª Vara de Família e Registro Civil da Capital,14/05/2026,Prioridade Legal,5
3ª CCJ,0001102-41.2002.8.17.0001,3ª Vara de Sucessões e Registros Públicos da Capital,13/05/2026,Sem prioridade,6
3ª CCJ,0001163-46.2021.8.17.2001,3ª Vara de Sucessões e Registros Públicos da Capital,06/05/2026,Prioridade Legal,13
3ª CCJ,0002669-81.2026.8.17.2001,3ª Vara de Sucessões e Registros Públicos da Capital,05/05/2026,Prioridade Legal,14
PARTIDOR,0007354-15.2018.8.17.2001,3ª Vara de Sucessões e Registros Públicos da Capital,15/05/2026,Prioridade Legal,4
3ª CCJ,0015133-79.2022.8.17.2001,3ª Vara de Sucessões e Registros Públicos da Capital,05/05/2026,Sem prioridade,14
3ª CCJ,0020114-89.2012.8.17.0001,3ª Vara de Sucessões e Registros Públicos da Capital,14/05/2026,Prioridade Legal,5
3ª CCJ,0020333-28.2026.8.17.2001,3ª Vara de Sucessões e Registros Públicos da Capital,17/05/2026,Prioridade Legal,2
3ª CCJ,0027491-37.2026.8.17.2001,3ª Vara de Sucessões e Registros Públicos da Capital,15/05/2026,Prioridade Legal,4
3ª CCJ,0036435-28.2026.8.17.2001,3ª Vara de Sucessões e Registros Públicos da Capital,18/05/2026,Prioridade Legal,1
3ª CCJ,0040014-68.2006.8.17.0001,3ª Vara de Sucessões e Registros Públicos da Capital,18/05/2026,Prioridade Legal,1
3ª CCJ,0065148-47.2025.8.17.2001,3ª Vara de Sucessões e Registros Públicos da Capital,05/05/2026,Prioridade Legal,14
3ª CCJ,0076388-05.2014.8.17.0001,3ª Vara de Sucessões e Registros Públicos da Capital,14/05/2026,Prioridade Legal,5
3ª CC,0100722-34.2025.8.17.2001,3ª Vara de Sucessões e Registros Públicos da Capital,13/05/2026,Prioridade Legal,6
3ª CCJ,0131647-97.2005.8.17.0001,3ª Vara de Sucessões e Registros Públicos da Capital,05/05/2026,Prioridade Legal,14
3ª CCJ,0133136-22.2024.8.17.2001,3ª Vara de Sucessões e Registros Públicos da Capital,19/05/2026,Super prioridade,0
3ª CCJ,0170044-49.2022.8.17.2001,3ª Vara de Sucessões e Registros Públicos da Capital,07/05/2026,Prioridade Legal,12
3ª CCJ,0175630-05.2012.8.17.0001,3ª Vara de Sucessões e Registros Públicos da Capital,18/05/2026,Sem prioridade,1
1ª CCJ,0037648-30.2025.8.17.8201,3º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h,16/05/2026,Prioridade Legal,3
1ª CCJ,0000528-50.2025.8.17.8201,3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h,08/04/2026,Prioridade Legal,41
1ª CCJ,0010281-36.2022.8.17.8201,3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h,28/04/2026,Prioridade Legal,21
1ª CCJ,0011077-61.2021.8.17.8201,3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h,27/04/2026,Prioridade Legal,22
1ª CCJ,0012495-05.2024.8.17.2001,3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h,07/05/2026,Prioridade Legal,12
1ª CCJ,0031067-14.2016.8.17.8201,3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h,30/04/2026,Prioridade Legal,19
1ª CCJ,0033895-07.2021.8.17.8201,3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h,28/04/2026,Prioridade Legal,21
1ª CCJ,0036651-52.2022.8.17.8201,3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h,29/04/2026,Prioridade Legal,20
1ª CCJ,0042777-55.2021.8.17.8201,3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h,28/04/2026,Prioridade Legal,21
1ª CCJ,0049491-36.2018.8.17.8201,3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h,18/05/2026,Prioridade Legal,1
1ª CCJ,0053457-41.2022.8.17.2001,3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h,30/04/2026,Prioridade Legal,19
1ª CCJ,0062961-61.2023.8.17.8201,3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h,27/04/2026,Prioridade Legal,22
2ª CCJ,0001829-76.2023.8.17.2001,4ª Vara da Fazenda Pública da Capital,11/05/2026,Prioridade Legal,8
2ª CCJ,0021097-35.2005.8.17.0001,4ª Vara da Fazenda Pública da Capital,18/05/2026,Prioridade Legal,1
4ª CC,0036384-85.2019.8.17.8201,4ª Vara da Fazenda Pública da Capital,08/05/2026,Prioridade Legal,11
4ª CC,0045884-84.2012.8.17.0001,4ª Vara da Fazenda Pública da Capital,16/05/2026,Sem prioridade,3
4ª CC,0056726-02.2007.8.17.0001,4ª Vara da Fazenda Pública da Capital,18/05/2026,Prioridade Legal,1
4ª CC,0060040-71.2024.8.17.2001,4ª Vara da Fazenda Pública da Capital,14/05/2026,Prioridade Legal,5
2ª CCJ,0068351-91.2011.8.17.0001,4ª Vara da Fazenda Pública da Capital,05/05/2026,Sem prioridade,14
2ª CCJ,0068924-31.2020.8.17.2001,4ª Vara da Fazenda Pública da Capital,27/04/2026,Prioridade Legal,22
4ª CC,0074443-11.2025.8.17.2001,4ª Vara da Fazenda Pública da Capital,13/05/2026,Prioridade Legal,6
4ª CC,0075151-61.2025.8.17.2001,4ª Vara da Fazenda Pública da Capital,13/05/2026,Prioridade Legal,6
2ª CCJ,0094755-14.2013.8.17.0001,4ª Vara da Fazenda Pública da Capital,13/04/2026,Sem prioridade,37
2ª CCJ,0098302-27.2023.8.17.2001,4ª Vara da Fazenda Pública da Capital,11/05/2026,Prioridade Legal,8
4ª CC,0111412-93.2023.8.17.2001,4ª Vara da Fazenda Pública da Capital,15/05/2026,Sem prioridade,4
4ª CC,0128619-42.2022.8.17.2001,4ª Vara da Fazenda Pública da Capital,16/05/2026,Sem prioridade,3
4ª CC,0135986-83.2023.8.17.2001,4ª Vara da Fazenda Pública da Capital,08/05/2026,Prioridade Legal,11
4ª CC,0145994-96.2009.8.17.0001,4ª Vara da Fazenda Pública da Capital,19/05/2026,Sem prioridade,0
4ª CC,0157403-92.2023.8.17.2001,4ª Vara da Fazenda Pública da Capital,14/05/2026,Sem prioridade,5
3ª CCJ,0035996-51.2025.8.17.2001,4ª Vara de Família e Registro Civil da Capital,29/04/2026,Prioridade Legal,20
3ª CC,0045671-48.2019.8.17.2001,4ª Vara de Família e Registro Civil da Capital,06/05/2026,Prioridade Legal,13
3ª CCJ,0047230-30.2025.8.17.2001,4ª Vara de Família e Registro Civil da Capital,14/05/2026,Prioridade Legal,5
3ª CCJ,0004701-36.2012.8.17.0001,4ª Vara de Sucessões e Registros Públicos da Capital,19/05/2026,Prioridade Legal,0
3ª CCJ,0010697-87.2016.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,29/04/2026,Super prioridade,20
3ª CCJ,0015170-53.2015.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,12/05/2026,Sem prioridade,7
3ª CCJ,0030006-62.1988.8.17.0001,4ª Vara de Sucessões e Registros Públicos da Capital,28/04/2026,Sem prioridade,21
3ª CCJ,0036321-41.2016.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,07/05/2026,Prioridade Legal,12
3ª CCJ,0043688-15.2010.8.17.0001,4ª Vara de Sucessões e Registros Públicos da Capital,06/05/2026,Sem prioridade,13
3ª CCJ,0046118-67.1992.8.17.0001,4ª Vara de Sucessões e Registros Públicos da Capital,08/05/2026,Prioridade Legal,11
3ª CCJ,0048553-80.2019.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,05/05/2026,Prioridade Legal,14
3ª CCJ,0049391-96.2014.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,09/05/2026,Sem prioridade,10
3ª CCJ,0055802-48.2020.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,06/05/2026,Prioridade Legal,13
3ª CCJ,0055946-82.1995.8.17.0001,4ª Vara de Sucessões e Registros Públicos da Capital,29/04/2026,Prioridade Legal,20
3ª CCJ,0058484-39.2021.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,05/05/2026,Sem prioridade,14
3ª CCJ,0069317-55.1991.8.17.0001,4ª Vara de Sucessões e Registros Públicos da Capital,27/04/2026,Sem prioridade,22
3ª CCJ,0085511-91.1995.8.17.0001,4ª Vara de Sucessões e Registros Públicos da Capital,07/05/2026,Sem prioridade,12
3ª CCJ,0087700-11.2022.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,06/05/2026,Prioridade Legal,13
3ª CCJ,0097790-75.1996.8.17.0001,4ª Vara de Sucessões e Registros Públicos da Capital,26/04/2026,Super prioridade,23
3ª CCJ,0106372-96.2024.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,19/05/2026,Prioridade Legal,0
3ª CCJ,0108724-61.2023.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,28/04/2026,Prioridade Legal,21
3ª CCJ,0109875-33.2021.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,19/05/2026,Super prioridade,0
3ª CCJ,0119312-30.2023.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,14/05/2026,Sem prioridade,5
3ª CCJ,0122360-94.2023.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,23/04/2026,Sem prioridade,26
3ª CCJ,0124984-87.2021.8.17.2001,4ª Vara de Sucessões e Registros Públicos da Capital,13/05/2026,Prioridade Legal,6
1ª CCJ,0013707-85.2024.8.17.8201,4º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h,07/05/2026,Prioridade Legal,12
1ª CCJ,0025159-29.2023.8.17.8201,4º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h,05/05/2026,Prioridade Legal,15
1ª CCJ,0031200-41.2025.8.17.8201,4º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h,18/05/2026,Prioridade Legal,1
1ª CCJ,0049071-84.2025.8.17.8201,4º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h,18/05/2026,Prioridade Legal,1
2ª CC,0002500-42.2010.8.17.0001,5ª Vara Criminal da Capital,18/05/2026,Sem prioridade,0
2ª CCJ,0005456-31.2010.8.17.0001,5ª Vara da Fazenda Pública da Capital,08/05/2026,Sem prioridade,11
2ª CCJ,0007281-49.2006.8.17.0001,5ª Vara da Fazenda Pública da Capital,08/05/2026,Sem prioridade,11
2ª CCJ,0009426-96.2023.8.17.2001,5ª Vara da Fazenda Pública da Capital,07/05/2026,Prioridade Legal,12
2ª CCJ,0011707-98.2018.8.17.2001,5ª Vara da Fazenda Pública da Capital,29/04/2026,Prioridade Legal,20
4ª CC,0021111-13.2017.8.17.2001,5ª Vara da Fazenda Pública da Capital,30/04/2026,Sem prioridade,19
2ª CCJ,0027775-94.2016.8.17.2001,5ª Vara da Fazenda Pública da Capital,17/04/2026,Sem prioridade,33
4ª CC,0028810-37.2000.8.17.0001,5ª Vara da Fazenda Pública da Capital,08/05/2026,Sem prioridade,11
2ª CCJ,0030189-22.2014.8.17.0001,5ª Vara da Fazenda Pública da Capital,27/04/2026,Sem prioridade,22
2ª CCJ,0044629-95.2018.8.17.2001,5ª Vara da Fazenda Pública da Capital,28/04/2026,Sem prioridade,21
2ª CCJ,0049897-63.2011.8.17.0001,5ª Vara da Fazenda Pública da Capital,07/05/2026,Sem prioridade,12
4ª CC,0050325-68.2025.8.17.2001,5ª Vara da Fazenda Pública da Capital,06/05/2026,Prioridade Legal,13
2ª CCJ,0052429-67.2024.8.17.2001,5ª Vara da Fazenda Pública da Capital,16/04/2026,Prioridade Legal,33
2ª CCJ,0052883-92.2008.8.17.0001,5ª Vara da Fazenda Pública da Capital,19/04/2026,Sem prioridade,30
4ª CC,0054579-23.1995.8.17.0001,5ª Vara da Fazenda Pública da Capital,07/05/2026,Sem prioridade,12
4ª CC,0055016-10.2008.8.17.0001,5ª Vara da Fazenda Pública da Capital,15/05/2026,Prioridade Legal,4
4ª CC,0060124-09.2023.8.17.2001,5ª Vara da Fazenda Pública da Capital,07/05/2026,Prioridade Legal,12
4ª CC,0064707-77.2010.8.17.0001,5ª Vara da Fazenda Pública da Capital,07/05/2026,Sem prioridade,12
2ª CCJ,0066266-35.2011.8.17.0001,5ª Vara da Fazenda Pública da Capital,06/05/2026,Sem prioridade,13
4ª CC,0070771-92.2025.8.17.2001,5ª Vara da Fazenda Pública da Capital,06/05/2026,Prioridade Legal,13
4ª CC,0072303-10.2013.8.17.0001,5ª Vara da Fazenda Pública da Capital,18/05/2026,Prioridade Legal,1
2ª CCJ,0075595-94.2025.8.17.2001,5ª Vara da Fazenda Pública da Capital,20/04/2026,Sem prioridade,29
4ª CC,0081128-34.2025.8.17.2001,5ª Vara da Fazenda Pública da Capital,17/05/2026,Prioridade Legal,2
2ª CCJ,0082163-29.2025.8.17.2001,5ª Vara da Fazenda Pública da Capital,16/04/2026,Sem prioridade,33
4ª CC,0084481-82.2025.8.17.2001,5ª Vara da Fazenda Pública da Capital,17/05/2026,Prioridade Legal,2
4ª CC,0104016-03.2013.8.17.0001,5ª Vara da Fazenda Pública da Capital,30/04/2026,Sem prioridade,19
4ª CC,0108953-21.2023.8.17.2001,5ª Vara da Fazenda Pública da Capital,07/05/2026,Super prioridade,12
2ª CCJ,0135063-57.2023.8.17.2001,5ª Vara da Fazenda Pública da Capital,06/05/2026,Prioridade Legal,13
4ª CC,0137921-61.2023.8.17.2001,5ª Vara da Fazenda Pública da Capital,14/05/2026,Super prioridade,5
3ª CC,0007500-80.2023.8.17.2001,5ª Vara de Família e Registro Civil da Capital,19/05/2026,Sem prioridade,0
3ª CCJ,0023044-84.2018.8.17.2001,5ª Vara de Família e Registro Civil da Capital,22/04/2026,Prioridade Legal,27
3ª CCJ,0025671-66.2015.8.17.2001,5ª Vara de Família e Registro Civil da Capital,08/05/2026,Prioridade Legal,11
3ª CCJ,0032531-78.2018.8.17.2001,5ª Vara de Família e Registro Civil da Capital,25/03/2026,Prioridade Legal,55
3ª CCJ,0046993-74.2017.8.17.2001,5ª Vara de Família e Registro Civil da Capital,22/04/2026,Sem prioridade,27
3ª CC,0049006-36.2023.8.17.2001,5ª Vara de Família e Registro Civil da Capital,07/05/2026,Super prioridade,12
3ª CC,0051884-60.2025.8.17.2001,5ª Vara de Família e Registro Civil da Capital,13/05/2026,Prioridade Legal,6
3ª CCJ,0057454-66.2021.8.17.2001,5ª Vara de Família e Registro Civil da Capital,24/04/2026,Prioridade Legal,25
3ª CC,0070366-27.2023.8.17.2001,5ª Vara de Família e Registro Civil da Capital,19/05/2026,Prioridade Legal,0
3ª CC,0071588-59.2025.8.17.2001,5ª Vara de Família e Registro Civil da Capital,19/05/2026,Prioridade Legal,0
3ª CC,0083259-84.2022.8.17.2001,5ª Vara de Família e Registro Civil da Capital,04/05/2026,Prioridade Legal,15
3ª CC,0097538-70.2025.8.17.2001,5ª Vara de Família e Registro Civil da Capital,07/05/2026,Prioridade Legal,12
3ª CC,0115903-80.2022.8.17.2001,5ª Vara de Família e Registro Civil da Capital,18/05/2026,Prioridade Legal,1
3ª CC,0121380-16.2024.8.17.2001,5ª Vara de Família e Registro Civil da Capital,08/05/2026,Sem prioridade,11
3ª CCJ,0002839-05.2016.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,29/04/2026,Prioridade Legal,20
PARTIDOR,0007139-21.2001.8.17.0001,5ª Vara de Sucessões e Registros Públicos da Capital,18/05/2026,Sem prioridade,1
3ª CCJ,0008026-57.2017.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,27/04/2026,Sem prioridade,23
PARTIDOR,0009333-03.2015.8.17.0001,5ª Vara de Sucessões e Registros Públicos da Capital,30/04/2026,Sem prioridade,19
3ª CCJ,0009835-09.2022.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,08/05/2026,Prioridade Legal,11
3ª CCJ,0012082-02.2018.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,30/04/2026,Prioridade Legal,19
3ª CCJ,0013173-64.2017.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,30/04/2026,Prioridade Legal,19
3ª CCJ,0016186-03.2019.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,15/05/2026,Prioridade Legal,5
3ª CCJ,0016248-09.2020.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,07/05/2026,Prioridade Legal,12
3ª CCJ,0018347-26.2006.8.17.0001,5ª Vara de Sucessões e Registros Públicos da Capital,29/04/2026,Prioridade Legal,20
3ª CCJ,0019824-49.2016.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,04/05/2026,Sem prioridade,15
3ª CCJ,0020848-97.2025.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,30/04/2026,Prioridade Legal,19
3ª CCJ,0021252-03.2015.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,14/05/2026,Sem prioridade,5
3ª CCJ,0021959-88.2014.8.17.0001,5ª Vara de Sucessões e Registros Públicos da Capital,30/04/2026,Sem prioridade,19
3ª CCJ,0023123-97.2017.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,04/05/2026,Sem prioridade,15
3ª CCJ,0025863-47.2025.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,18/05/2026,Prioridade Legal,1
3ª CCJ,0026237-98.2015.8.17.0001,5ª Vara de Sucessões e Registros Públicos da Capital,13/05/2026,Sem prioridade,6
3ª CCJ,0027441-71.2001.8.17.0001,5ª Vara de Sucessões e Registros Públicos da Capital,28/04/2026,Sem prioridade,21
3ª CCJ,0027601-42.2014.8.17.0001,5ª Vara de Sucessões e Registros Públicos da Capital,17/04/2026,Sem prioridade,32
3ª CCJ,0029124-59.2021.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,14/05/2026,Sem prioridade,5
3ª CCJ,0029730-58.2019.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,29/04/2026,Sem prioridade,20
3ª CCJ,0032563-83.2018.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,05/05/2026,Prioridade Legal,14
PARTIDOR,0035606-23.2021.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,05/05/2026,Prioridade Legal,14
PARTIDOR,0035655-25.2025.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,11/05/2026,Sem prioridade,8
3ª CCJ,0036918-29.2024.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,30/04/2026,Prioridade Legal,19
PARTIDOR,0038188-69.2016.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,05/05/2026,Prioridade Legal,14
3ª CCJ,0038418-09.2019.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,28/04/2026,Sem prioridade,21
3ª CCJ,0040286-56.2018.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,29/04/2026,Sem prioridade,20
3ª CCJ,0042109-65.2018.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,08/05/2026,Prioridade Legal,11
3ª CCJ,0042322-62.2015.8.17.0001,5ª Vara de Sucessões e Registros Públicos da Capital,29/04/2026,Sem prioridade,20
3ª CCJ,0045016-66.2025.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,29/04/2026,Prioridade Legal,20
3ª CCJ,0045361-47.2016.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,14/05/2026,Sem prioridade,5
3ª CCJ,0051489-78.2019.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,13/05/2026,Prioridade Legal,6
3ª CCJ,0051743-12.2023.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,13/05/2026,Prioridade Legal,6
3ª CCJ,0053045-18.2019.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,28/04/2026,Prioridade Legal,21
3ª CCJ,0058075-29.2022.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,19/05/2026,Prioridade Legal,0
PARTIDOR,0058304-53.2014.8.17.0001,5ª Vara de Sucessões e Registros Públicos da Capital,04/05/2026,Sem prioridade,15
PARTIDOR,0061249-17.2020.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,19/05/2026,Sem prioridade,0
3ª CCJ,0061384-92.2021.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,14/05/2026,Prioridade Legal,5
3ª CCJ,0061952-45.2020.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,04/05/2026,Sem prioridade,15
3ª CCJ,0062136-93.2023.8.17.2001,5ª Vara de Sucessões e Registros Públicos da Capital,04/05/2026,Prioridade Legal,15
