id,nome,descricao,created_at
6eb45b17-9474-4e44-81b8-990fea19d7a0,AutoInspeção,AutoInspeção,2026-04-06T19:30:46.964093+00:00
d1a8a1f9-edd6-4720-abf1-4904cc91d21a,Corregedoria,Corregedoria,2026-04-06T19:30:46.964093+00:00
0970ba8d-30b4-4e85-9b15-0275644f7101,Ordem superior,Ordem superior,2026-04-06T19:30:46.964093+00:00
0b41a413-421a-4ff9-ae13-ef98c9bc1718,Ouvidoria,Ouvidoria,2026-04-06T19:30:46.964093+00:00
57064a55-3b41-401a-b7f7-88da0e6d4a73,Prioridade Legal,Prioridade Legal,2026-04-06T19:30:46.964093+00:00
d4f5831f-0bf9-4c9e-814b-abf32f4fb1b6,Sem prioridade,Sem prioridade,2026-04-06T19:30:46.964093+00:00
92ab6eff-0b1a-4d11-b060-77eb72da914b,Super prioridade,Super prioridade,2026-04-06T19:30:46.964093+00:00
2219f263-8534-490d-9644-a797bf49a551,Urgente,Urgente,2026-04-06T19:30:46.964093+00:00
